ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Gender,Discount_offered,Weight_in_gms,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium,Reached.on.Time_Y.N
1016,3,0.7141334408081224,186,2,1,3.062476161867848,3447,False,False,False,False,True,False,False,True,False,True,False,1
1017,4,-1.4081993653114504,167,3,0,0.5323601262171361,1403,True,False,False,False,False,False,False,True,True,False,False,1
1018,3,0.006689172101598107,148,2,1,1.7665630704369957,1950,False,True,False,False,False,False,False,True,False,True,False,1
1019,3,-0.7007550966049262,167,2,1,-0.7018428180027235,1010,False,False,True,False,False,False,False,True,False,True,False,1
1020,3,-0.7007550966049262,261,5,1,1.9516935120699745,2488,False,False,False,False,True,False,False,True,False,False,True,1
1021,3,0.7141334408081224,166,3,1,1.8282732176479888,1095,False,False,False,True,False,False,False,True,False,False,True,1
1022,3,-1.4081993653114504,226,2,1,0.2855195373731642,2319,False,False,False,False,True,False,False,True,False,True,False,1
1023,3,0.7141334408081224,260,3,0,0.47064997900614314,2003,True,False,False,False,False,False,False,True,False,True,False,1
1024,5,-1.4081993653114504,246,3,0,1.8899833648589817,3993,False,True,False,False,False,False,False,True,False,False,True,1
1025,3,-0.7007550966049262,221,3,0,0.47064997900614314,3686,False,False,True,False,False,False,False,True,False,True,False,1
1026,5,0.7141334408081224,191,4,1,3.062476161867848,2039,False,False,False,False,True,False,False,True,False,False,True,1
1027,3,-1.4081993653114504,138,5,0,-0.3315819347367656,1349,False,False,False,True,False,False,False,True,False,False,True,1
1028,3,-1.4081993653114504,146,3,1,0.16209924295117825,1714,False,False,False,False,True,False,False,True,False,False,True,1
1029,3,0.006689172101598107,193,3,1,-0.14645149310378666,3188,True,False,False,False,False,False,False,True,False,False,True,1
1030,3,-1.4081993653114504,229,2,0,-0.08474134589279368,3111,False,True,False,False,False,False,False,True,False,False,True,1
1031,4,-1.4081993653114504,239,2,1,0.16209924295117825,2504,False,False,True,False,False,False,False,True,True,False,False,1
1032,6,-0.7007550966049262,103,4,1,1.4580123343820308,1093,False,False,False,False,True,False,False,True,False,False,True,1
1033,5,0.7141334408081224,254,5,0,1.3963021871710377,2039,False,False,False,True,False,False,False,True,False,True,False,1
1034,2,-0.7007550966049262,198,2,1,-0.14645149310378666,3686,False,False,False,False,True,False,False,True,False,True,False,1
1035,3,0.006689172101598107,208,3,1,2.9390558674458624,3783,True,False,False,False,False,False,False,True,False,False,True,1
1036,3,1.4215777095146467,253,2,1,0.22380939016217122,2205,False,True,False,False,False,False,False,True,False,False,True,1
1037,4,0.006689172101598107,261,2,1,2.0751138064919608,2336,False,False,True,False,False,False,False,True,True,False,False,1
1038,3,-1.4081993653114504,156,3,1,2.1985341009139465,1253,False,False,False,False,True,False,False,True,False,False,True,1
1039,4,0.006689172101598107,97,2,1,0.7792007150611081,1598,False,False,False,True,False,False,False,True,False,True,False,1
1040,2,1.4215777095146467,275,2,1,1.7048529232260028,2546,False,False,False,False,True,False,False,True,False,True,False,1
1041,2,-1.4081993653114504,189,2,1,2.1368239537029536,2429,True,False,False,False,False,False,False,True,True,False,False,1
1042,3,-1.4081993653114504,236,3,1,0.9026210094830941,3290,False,True,False,False,False,False,False,True,False,False,True,1
1043,5,-1.4081993653114504,170,3,0,2.8773457202348696,1883,False,False,True,False,False,False,False,True,False,False,True,1
1044,4,-0.7007550966049262,251,2,1,2.4453746897579185,2673,False,False,False,False,True,False,False,True,False,True,False,1
1045,3,0.006689172101598107,205,2,0,2.7539254258128834,2187,False,False,False,True,False,False,False,True,False,False,True,1
1046,4,1.4215777095146467,135,3,0,2.4453746897579185,1744,False,False,False,False,True,False,False,True,False,False,True,1
1047,3,0.006689172101598107,231,2,0,0.6557804206391221,2177,True,False,False,False,False,False,False,True,False,False,True,1
1048,3,0.7141334408081224,257,3,1,2.6305051313908976,2941,False,True,False,False,False,False,False,True,False,False,True,1
1049,5,-0.7007550966049262,162,3,1,2.6922152786018905,1233,False,False,True,False,False,False,False,True,True,False,False,1
1050,6,1.4215777095146467,237,5,0,3.062476161867848,2573,False,False,False,False,True,False,False,True,True,False,False,1
1051,3,0.7141334408081224,134,4,1,2.4453746897579185,1887,False,False,False,True,False,False,False,True,False,False,True,1
1052,2,-1.4081993653114504,163,3,0,0.6557804206391221,1119,False,False,False,False,True,False,False,True,False,False,True,1
1053,5,1.4215777095146467,264,3,0,0.8409108622721011,2019,True,False,False,False,False,False,False,True,False,False,True,1
1054,5,-0.7007550966049262,173,4,1,0.47064997900614314,1674,False,True,False,False,False,False,False,True,False,True,False,1
1055,2,0.7141334408081224,191,3,0,2.7539254258128834,2586,False,False,True,False,False,False,False,True,False,True,False,1
1056,3,0.006689172101598107,152,3,1,-0.5167123763697445,1385,False,False,False,False,True,False,False,True,False,False,True,1
1057,3,0.7141334408081224,272,4,0,0.5940702734281291,2048,False,False,False,True,False,False,False,True,False,True,False,1
1058,4,-0.7007550966049262,198,2,1,2.8773457202348696,3368,False,False,False,False,True,False,False,True,False,True,False,1
1059,4,0.006689172101598107,260,4,1,1.6431427760150097,3668,True,False,False,False,False,False,False,True,False,False,True,1
1060,4,0.006689172101598107,158,6,1,1.8282732176479888,1478,False,True,False,False,False,False,False,True,False,False,True,1
1061,5,0.006689172101598107,252,4,1,3.062476161867848,3729,False,False,True,False,False,False,False,True,False,False,True,1
1062,4,-0.7007550966049262,199,3,1,3.1241863090788415,2470,False,False,False,False,True,False,False,True,False,True,False,1
1063,4,-0.7007550966049262,272,4,1,3.0007660146568553,2307,False,False,False,True,False,False,False,True,False,True,False,1
1064,3,0.7141334408081224,209,3,1,1.4580123343820308,2215,False,False,False,False,True,False,False,True,False,True,False,1
1065,3,-0.7007550966049262,147,4,1,-0.023031198681800702,1657,True,False,False,False,False,False,False,True,False,True,False,1
1066,4,-0.7007550966049262,166,4,0,3.062476161867848,1759,False,True,False,False,False,False,False,True,False,True,False,1
1067,3,0.7141334408081224,165,2,1,2.1368239537029536,1706,False,False,True,False,False,False,False,True,False,True,False,1
1068,4,1.4215777095146467,162,2,0,2.6922152786018905,1715,False,False,False,False,True,False,False,True,False,False,True,1
1069,3,0.006689172101598107,255,3,1,0.5940702734281291,3764,False,False,False,True,False,False,False,True,False,False,True,1
1070,5,1.4215777095146467,179,5,1,1.5197224815930237,1437,False,False,False,False,True,False,True,False,False,True,False,1
1071,3,0.7141334408081224,250,2,1,2.9390558674458624,3207,True,False,False,False,False,False,True,False,True,False,False,1
1072,3,1.4215777095146467,251,2,0,0.9026210094830941,3936,False,True,False,False,False,False,True,False,False,True,False,1
1073,4,0.7141334408081224,198,2,0,-0.5167123763697445,2270,False,False,True,False,False,False,True,False,False,True,False,1
1074,3,-1.4081993653114504,148,2,1,1.272881892749052,1053,False,False,False,False,True,False,True,False,False,False,True,1
1075,4,1.4215777095146467,268,3,0,-0.6401326707917305,2758,False,False,False,True,False,False,True,False,False,False,True,1
1076,5,-0.7007550966049262,239,3,0,2.0751138064919608,3673,False,False,False,False,True,False,True,False,False,True,False,1
1077,3,0.7141334408081224,195,3,1,-0.20816164031477966,2021,True,False,False,False,False,False,True,False,False,False,True,1
1078,4,0.006689172101598107,252,2,0,2.3219543953359327,2658,False,True,False,False,False,False,True,False,False,False,True,1
1079,3,1.4215777095146467,272,3,1,2.1368239537029536,3780,False,False,True,False,False,False,True,False,False,False,True,1
1080,2,0.7141334408081224,141,3,0,0.8409108622721011,1628,False,False,False,False,True,False,True,False,False,False,True,1
1081,3,-1.4081993653114504,224,3,0,1.9516935120699745,3624,False,False,False,True,False,False,True,False,False,True,False,1
1082,6,0.006689172101598107,270,3,0,2.6305051313908976,3251,False,False,False,False,True,False,True,False,False,True,False,1
1083,6,0.006689172101598107,236,3,1,-0.4550022291587516,2639,True,False,False,False,False,False,True,False,False,False,True,1
1084,3,-1.4081993653114504,227,3,0,2.0751138064919608,3512,False,True,False,False,False,False,True,False,False,False,True,1
1085,3,0.7141334408081224,262,3,1,-0.3932920819477586,2424,False,False,True,False,False,False,True,False,False,True,False,1
1086,3,-1.4081993653114504,228,2,1,1.9516935120699745,2257,False,False,False,False,True,False,True,False,False,True,False,1
1087,4,-0.7007550966049262,176,3,1,0.5940702734281291,1909,False,False,False,True,False,False,True,False,False,True,False,1
1088,4,-0.7007550966049262,147,3,1,1.8899833648589817,1873,False,False,False,False,True,False,True,False,False,False,True,1
1089,5,-0.7007550966049262,196,3,1,1.8899833648589817,2085,True,False,False,False,False,False,True,False,False,False,True,1
1090,3,-1.4081993653114504,112,5,0,1.7048529232260028,1249,False,True,False,False,False,False,True,False,False,False,True,1
1091,4,-0.7007550966049262,221,2,1,2.5070848369689114,3065,False,False,True,False,False,False,True,False,False,False,True,1
1092,3,1.4215777095146467,154,3,1,2.0134036592809674,1312,False,False,False,False,True,True,False,False,False,False,True,1
1093,4,0.7141334408081224,200,3,1,0.3472296845841572,2976,False,False,False,True,False,True,False,False,False,True,False,1
1094,2,1.4215777095146467,216,2,0,2.6922152786018905,3807,False,False,False,False,True,True,False,False,False,False,True,1
1095,3,-1.4081993653114504,185,3,1,-0.6401326707917305,3051,True,False,False,False,False,True,False,False,False,False,True,1
1096,4,-0.7007550966049262,199,3,1,0.5940702734281291,2994,False,True,False,False,False,True,False,False,False,True,False,1
1097,5,-0.7007550966049262,265,3,0,-0.08474134589279368,2892,False,False,True,False,False,True,False,False,False,True,False,1
1098,3,-0.7007550966049262,263,3,0,2.6922152786018905,2113,False,False,False,False,True,True,False,False,False,True,False,1
1099,4,-0.7007550966049262,181,2,0,0.9026210094830941,2815,False,False,False,True,False,True,False,False,False,True,False,1
1100,4,0.006689172101598107,163,2,0,-0.08474134589279368,1092,False,False,False,False,True,True,False,False,False,True,False,1
1101,5,-0.7007550966049262,260,2,1,0.5940702734281291,3962,True,False,False,False,False,True,False,False,False,False,True,1
1102,6,-0.7007550966049262,159,5,0,0.5323601262171361,1247,False,True,False,False,False,True,False,False,False,False,True,1
1103,4,-1.4081993653114504,227,3,1,2.5070848369689114,3043,False,False,True,False,False,True,False,False,False,False,True,1
1104,3,0.006689172101598107,104,5,0,1.7048529232260028,1936,False,False,False,False,True,True,False,False,False,False,True,1
1105,3,0.7141334408081224,188,4,0,2.1985341009139465,3067,False,False,False,True,False,True,False,False,False,True,False,1
1106,5,0.006689172101598107,202,3,1,1.7048529232260028,3536,False,False,False,False,True,True,False,False,True,False,False,1
1107,3,0.006689172101598107,213,6,0,0.22380939016217122,2424,True,False,False,False,False,True,False,False,False,True,False,1
1108,3,-1.4081993653114504,211,2,0,1.9516935120699745,3332,False,True,False,False,False,True,False,False,False,True,False,1
1109,4,0.7141334408081224,232,3,0,2.9390558674458624,2484,False,False,True,False,False,True,False,False,False,False,True,1
1110,4,0.006689172101598107,143,2,1,1.5814326288040168,1727,False,False,False,False,True,True,False,False,True,False,False,1
1111,5,-1.4081993653114504,196,3,1,0.6557804206391221,2957,False,False,False,True,False,True,False,False,False,False,True,1
1112,4,-1.4081993653114504,150,6,0,1.7665630704369957,1070,False,False,False,False,True,True,False,False,False,False,True,1
1113,5,-1.4081993653114504,222,3,1,0.47064997900614314,2351,True,False,False,False,False,True,False,False,True,False,False,1
1114,3,-0.7007550966049262,203,3,1,-0.6401326707917305,2791,False,True,False,False,False,False,False,True,True,False,False,1
1115,5,-0.7007550966049262,178,3,1,2.8773457202348696,1176,False,False,True,False,False,False,False,True,False,False,True,1
1116,4,-0.7007550966049262,272,2,1,0.47064997900614314,3271,False,False,False,False,True,False,False,True,False,True,False,1
1117,4,-0.7007550966049262,182,3,1,2.7539254258128834,3943,False,False,False,True,False,False,False,True,False,True,False,1
1118,4,0.7141334408081224,205,3,0,-0.14645149310378666,2255,False,False,False,False,True,False,False,True,False,True,False,1
1119,3,-0.7007550966049262,171,3,1,-0.14645149310378666,1282,True,False,False,False,False,False,False,True,False,False,True,1
1120,4,-1.4081993653114504,172,2,1,2.1368239537029536,1993,False,True,False,False,False,False,False,True,False,True,False,1
1121,3,-0.7007550966049262,210,2,1,1.02604130390508,3928,False,False,True,False,False,False,False,True,False,False,True,1
1122,2,-1.4081993653114504,264,3,1,-0.20816164031477966,3409,False,False,False,False,True,False,False,True,False,False,True,1
1123,4,-1.4081993653114504,181,4,0,2.0134036592809674,2399,False,False,False,True,False,False,False,True,False,True,False,1
1124,3,1.4215777095146467,240,3,0,2.5070848369689114,2919,False,False,False,False,True,False,False,True,False,False,True,1
1125,4,0.7141334408081224,140,4,0,2.0134036592809674,1442,True,False,False,False,False,False,False,True,False,False,True,1
1126,6,0.7141334408081224,283,5,0,1.3345920399600448,2686,False,True,False,False,False,False,False,True,False,False,True,1
1127,4,0.006689172101598107,263,4,1,0.5940702734281291,2960,False,False,True,False,False,False,False,True,False,False,True,1
1128,4,0.7141334408081224,136,3,0,1.3345920399600448,1234,False,False,False,False,True,False,False,True,True,False,False,1
1129,4,0.7141334408081224,145,4,0,1.3345920399600448,1210,False,False,False,True,False,False,False,True,False,True,False,1
1130,3,0.006689172101598107,162,2,0,1.7665630704369957,1763,False,False,False,False,True,False,False,True,False,True,False,1
1131,5,-1.4081993653114504,230,6,0,2.8773457202348696,2067,True,False,False,False,False,False,False,True,False,True,False,1
1132,3,0.006689172101598107,148,5,1,2.9390558674458624,1452,False,True,False,False,False,False,False,True,False,False,True,1
1133,3,0.006689172101598107,175,3,0,1.9516935120699745,1212,False,False,True,False,False,False,False,True,True,False,False,1
1134,4,-0.7007550966049262,227,2,1,1.3345920399600448,3583,False,False,False,False,True,False,False,True,True,False,False,1
1135,4,-1.4081993653114504,177,4,0,-0.023031198681800702,1569,False,False,False,True,False,False,False,True,False,True,False,1
1136,6,-1.4081993653114504,257,3,1,2.8773457202348696,3416,False,False,False,False,True,False,False,True,False,False,True,1
1137,5,1.4215777095146467,198,5,1,1.3963021871710377,2803,True,False,False,False,False,False,False,True,False,False,True,1
1138,3,1.4215777095146467,251,3,1,2.8156355730238762,3651,False,True,False,False,False,False,False,True,False,False,True,1
1139,5,1.4215777095146467,158,3,0,2.0751138064919608,1246,False,False,True,False,False,False,False,True,False,False,True,1
1140,4,1.4215777095146467,171,6,0,0.8409108622721011,1840,False,False,False,False,True,False,False,True,False,False,True,1
1141,4,-1.4081993653114504,260,2,1,-0.7018428180027235,2980,False,False,False,True,False,False,False,True,False,True,False,1
1142,3,0.7141334408081224,263,3,1,1.7665630704369957,2992,False,False,False,False,True,False,False,True,False,True,False,1
1143,6,0.006689172101598107,269,2,1,1.8282732176479888,2300,True,False,False,False,False,False,False,True,True,False,False,1
1144,3,0.006689172101598107,224,2,0,1.4580123343820308,3220,False,True,False,False,False,False,False,True,False,True,False,1
1145,4,-1.4081993653114504,118,5,1,2.2602442481249394,1413,False,False,True,False,False,False,False,True,False,True,False,1
1146,5,-1.4081993653114504,186,10,1,3.1241863090788415,2529,False,False,False,False,True,False,False,True,False,True,False,1
1147,5,1.4215777095146467,191,2,1,1.272881892749052,2708,False,False,False,True,False,False,False,True,True,False,False,1
1148,5,1.4215777095146467,174,6,0,0.7792007150611081,1184,False,False,False,False,True,False,False,True,False,False,True,1
1149,3,-1.4081993653114504,140,2,0,2.5687949841799047,1339,True,False,False,False,False,False,False,True,False,False,True,1
1150,4,-0.7007550966049262,193,2,0,2.1368239537029536,2371,False,True,False,False,False,False,False,True,True,False,False,1
1151,3,0.7141334408081224,148,10,0,-0.08474134589279368,1779,False,False,True,False,False,False,False,True,True,False,False,1
1152,2,-0.7007550966049262,176,5,0,2.5687949841799047,1211,False,False,False,False,True,False,False,True,False,True,False,1
1153,4,-1.4081993653114504,135,10,1,1.3345920399600448,1989,False,False,False,True,False,False,False,True,False,False,True,1
1154,6,1.4215777095146467,154,10,0,2.1368239537029536,1990,False,False,False,False,True,False,False,True,False,False,True,1
1155,4,1.4215777095146467,143,8,1,1.8899833648589817,1756,True,False,False,False,False,False,False,True,False,True,False,1
1156,4,0.006689172101598107,173,2,0,-0.20816164031477966,1179,False,True,False,False,False,False,False,True,False,True,False,1
1157,4,1.4215777095146467,262,3,0,1.5197224815930237,3139,False,False,True,False,False,False,False,True,False,False,True,1
1158,4,-1.4081993653114504,171,3,0,2.7539254258128834,1516,False,False,False,False,True,False,False,True,False,True,False,1
1159,4,0.006689172101598107,246,2,1,2.5687949841799047,2387,False,False,False,True,False,False,False,True,False,True,False,1
1160,3,0.7141334408081224,266,2,0,2.5687949841799047,2779,False,False,False,False,True,False,False,True,True,False,False,1
1161,4,1.4215777095146467,127,8,1,1.5814326288040168,1411,True,False,False,False,False,False,False,True,False,True,False,1
1162,5,-0.7007550966049262,167,8,1,0.9026210094830941,1921,False,True,False,False,False,False,False,True,False,True,False,1
1163,4,-0.7007550966049262,187,4,1,1.4580123343820308,2200,False,False,True,False,False,False,False,True,False,False,True,1
1164,3,-0.7007550966049262,162,2,0,2.5070848369689114,1614,False,False,False,False,True,False,False,True,False,True,False,1
1165,5,-0.7007550966049262,230,6,1,-0.20816164031477966,3604,False,False,False,True,False,False,False,True,False,True,False,1
1166,3,0.7141334408081224,148,5,0,2.2602442481249394,1540,False,False,False,False,True,False,False,True,False,False,True,1
1167,3,0.006689172101598107,175,3,0,2.5687949841799047,1229,True,False,False,False,False,False,False,True,True,False,False,1
1168,4,-1.4081993653114504,227,2,1,2.8773457202348696,3080,False,True,False,False,False,False,False,True,True,False,False,1
1169,4,0.006689172101598107,177,4,1,1.5197224815930237,1767,False,False,True,False,False,False,False,True,False,True,False,1
1170,6,-1.4081993653114504,257,3,1,1.4580123343820308,2239,False,False,False,False,True,False,False,True,False,False,True,1
1171,5,-1.4081993653114504,198,5,0,2.1985341009139465,3187,False,False,False,True,False,False,False,True,False,False,True,1
1172,3,-1.4081993653114504,251,3,0,0.2855195373731642,2240,False,False,False,False,True,False,False,True,False,False,True,1
1173,5,-0.7007550966049262,158,3,1,0.16209924295117825,1499,True,False,False,False,False,False,False,True,False,False,True,1
1174,4,0.006689172101598107,171,6,0,-0.2698717875257726,1909,False,True,False,False,False,False,False,True,False,False,True,1
1175,4,0.006689172101598107,260,2,1,1.5197224815930237,2526,False,False,True,False,False,False,False,True,False,True,False,1
1176,3,-1.4081993653114504,263,3,1,0.7174905678501151,3689,False,False,False,False,True,False,False,True,False,True,False,1
1177,6,0.7141334408081224,269,2,1,2.0751138064919608,4000,False,False,False,True,False,False,False,True,True,False,False,1
1178,3,-0.7007550966049262,224,2,0,2.1985341009139465,3749,False,False,False,False,True,False,False,True,False,True,False,1
1179,4,0.006689172101598107,118,5,0,0.10038909574018526,1601,True,False,False,False,False,False,False,True,False,True,False,1
1180,5,0.7141334408081224,186,10,0,0.6557804206391221,3621,False,True,False,False,False,False,False,True,False,True,False,1
1181,5,-0.7007550966049262,191,2,0,-0.4550022291587516,2059,False,False,True,False,False,False,False,True,True,False,False,1
1182,5,-1.4081993653114504,174,6,1,1.8899833648589817,1635,False,False,False,False,True,False,False,True,False,False,True,1
1183,3,0.006689172101598107,140,2,1,2.5687949841799047,1847,False,False,False,True,False,False,False,True,False,False,True,1
1184,4,-1.4081993653114504,193,2,1,1.4580123343820308,3510,False,False,False,False,True,False,False,True,True,False,False,1
1185,3,1.4215777095146467,148,10,0,1.3345920399600448,1597,True,False,False,False,False,False,False,True,True,False,False,1
1186,2,0.006689172101598107,176,5,1,0.964331156694087,1254,False,True,False,False,False,False,False,True,False,True,False,1
1187,4,0.7141334408081224,135,10,0,2.6922152786018905,1361,False,False,True,False,False,False,False,True,False,False,True,1
1188,6,1.4215777095146467,154,10,0,0.03867894852919228,1204,False,False,False,False,True,False,False,True,False,False,True,1
1189,4,1.4215777095146467,143,8,1,1.5197224815930237,1095,False,False,False,True,False,False,False,True,False,True,False,1
1190,4,-0.7007550966049262,173,2,0,1.02604130390508,1336,False,False,False,False,True,False,False,True,False,True,False,1
1191,4,0.006689172101598107,262,3,1,2.0134036592809674,2904,True,False,False,False,False,False,False,True,False,False,True,1
1192,4,1.4215777095146467,171,3,0,0.47064997900614314,1683,False,True,False,False,False,False,False,True,False,True,False,1
1193,4,0.7141334408081224,246,2,1,-0.14645149310378666,2282,False,False,True,False,False,False,False,True,False,True,False,1
1194,3,0.7141334408081224,266,2,1,2.1985341009139465,2643,False,False,False,False,True,False,False,True,True,False,False,1
1195,4,-1.4081993653114504,127,8,0,-0.08474134589279368,1519,False,False,False,True,False,False,False,True,False,True,False,1
1196,5,1.4215777095146467,167,8,1,1.8899833648589817,1547,False,False,False,False,True,False,False,True,False,True,False,1
1197,4,-0.7007550966049262,187,4,1,2.1985341009139465,3225,True,False,False,False,False,False,False,True,False,False,True,1
1198,6,-0.7007550966049262,294,4,1,1.3345920399600448,1625,False,True,False,False,False,False,False,True,False,True,False,1
1199,4,-0.7007550966049262,158,4,0,-0.023031198681800702,1785,False,False,True,False,False,False,False,True,False,True,False,1
1200,6,1.4215777095146467,135,5,1,2.5687949841799047,1078,False,False,False,False,True,False,False,True,False,True,False,1
1201,4,-0.7007550966049262,238,3,0,0.9026210094830941,1915,False,False,False,True,False,False,False,True,False,True,False,1
1202,6,-1.4081993653114504,213,3,1,3.062476161867848,1548,False,False,False,False,True,False,False,True,False,True,False,1
1203,4,0.7141334408081224,237,2,1,0.47064997900614314,1495,True,False,False,False,False,False,False,True,False,False,True,1
1204,4,-1.4081993653114504,257,3,1,2.0751138064919608,1308,False,True,False,False,False,False,False,True,False,True,False,1
1205,5,-0.7007550966049262,198,5,1,3.1858964562898344,1994,False,False,True,False,False,False,False,True,False,True,False,1
1206,3,0.006689172101598107,218,3,1,2.1368239537029536,3425,False,False,False,False,True,False,False,True,False,False,True,1
1207,4,0.7141334408081224,236,4,1,3.1858964562898344,2280,False,False,False,True,False,False,True,False,False,True,False,1
1208,3,-1.4081993653114504,100,3,0,0.22380939016217122,1129,False,False,False,False,True,False,True,False,False,True,False,1
1209,3,-1.4081993653114504,154,2,0,1.8899833648589817,1994,True,False,False,False,False,False,True,False,False,True,False,1
1210,5,-1.4081993653114504,238,3,1,1.149461598327066,3832,False,True,False,False,False,False,True,False,False,True,False,1
1211,5,1.4215777095146467,128,5,1,1.272881892749052,1008,False,False,True,False,False,False,True,False,False,True,False,1
1212,4,-1.4081993653114504,140,3,1,-0.2698717875257726,1431,False,False,False,False,True,False,True,False,False,False,True,1
1213,2,0.7141334408081224,187,3,1,2.2602442481249394,3878,False,False,False,True,False,False,True,False,False,True,False,1
1214,4,0.006689172101598107,256,3,0,0.10038909574018526,3155,False,False,False,False,True,False,True,False,False,True,False,1
1215,3,0.006689172101598107,270,4,0,0.2855195373731642,2397,True,False,False,False,False,False,True,False,False,True,False,1
1216,4,-0.7007550966049262,202,2,0,1.9516935120699745,3008,False,True,False,False,False,False,True,False,False,True,False,1
1217,3,1.4215777095146467,256,3,0,3.0007660146568553,2971,False,False,True,False,False,False,True,False,False,True,False,1
1218,4,0.006689172101598107,135,2,0,1.4580123343820308,1597,False,False,False,False,True,False,True,False,False,False,True,1
1219,4,0.7141334408081224,184,4,1,-0.3315819347367656,2306,False,False,False,True,False,False,True,False,False,False,True,1
1220,5,1.4215777095146467,169,4,0,0.5940702734281291,1922,False,False,False,False,True,False,True,False,False,False,True,1
1221,3,-0.7007550966049262,178,4,0,2.1368239537029536,1079,True,False,False,False,False,False,True,False,False,False,True,1
1222,4,1.4215777095146467,265,3,0,1.7048529232260028,3101,False,True,False,False,False,False,True,False,False,False,True,1
1223,4,0.006689172101598107,217,2,1,0.5323601262171361,2138,False,False,True,False,False,False,True,False,False,False,True,1
1224,3,-1.4081993653114504,258,2,1,-0.14645149310378666,2791,False,False,False,False,True,False,True,False,False,False,True,1
1225,3,0.006689172101598107,218,2,1,-0.2698717875257726,2069,False,False,False,True,False,False,True,False,False,False,True,1
1226,3,-1.4081993653114504,135,2,1,-0.3932920819477586,1316,False,False,False,False,True,False,True,False,False,False,True,1
1227,3,0.006689172101598107,150,2,0,2.9390558674458624,1053,True,False,False,False,False,False,True,False,False,False,True,1
1228,3,0.7141334408081224,200,3,0,2.1985341009139465,2942,False,True,False,False,False,False,True,False,False,False,True,1
1229,6,-1.4081993653114504,136,3,1,-0.08474134589279368,1592,False,False,True,False,False,True,False,False,True,False,False,1
1230,3,-0.7007550966049262,119,2,1,1.149461598327066,1791,False,False,False,False,True,True,False,False,False,True,False,1
1231,5,0.7141334408081224,212,6,0,-0.5167123763697445,2041,False,False,False,True,False,True,False,False,False,False,True,1
1232,4,-0.7007550966049262,272,2,1,2.6922152786018905,2377,False,False,False,False,True,True,False,False,False,True,False,1
1233,4,-0.7007550966049262,166,3,1,-0.5167123763697445,1610,True,False,False,False,False,True,False,False,False,True,False,1
1234,3,1.4215777095146467,176,3,0,-0.7635529652137165,1982,False,True,False,False,False,True,False,False,True,False,False,1
1235,2,0.006689172101598107,280,4,1,0.22380939016217122,3555,False,False,True,False,False,True,False,False,False,True,False,1
1236,3,-0.7007550966049262,169,2,0,0.3472296845841572,1922,False,False,False,False,True,True,False,False,False,False,True,1
1237,3,-1.4081993653114504,231,6,0,3.1241863090788415,3627,False,False,False,True,False,True,False,False,False,False,True,1
1238,4,-1.4081993653114504,140,2,0,-0.5167123763697445,1274,False,False,False,False,True,True,False,False,False,True,False,1
1239,3,1.4215777095146467,183,3,0,1.8899833648589817,3158,True,False,False,False,False,True,False,False,False,False,True,1
1240,4,1.4215777095146467,157,3,1,0.9026210094830941,1557,False,True,False,False,False,True,False,False,False,False,True,1
1241,4,1.4215777095146467,210,4,0,0.9026210094830941,3905,False,False,True,False,False,True,False,False,False,False,True,1
1242,4,1.4215777095146467,227,4,0,0.4089398317951502,2217,False,False,False,False,True,True,False,False,False,True,False,1
1243,4,-1.4081993653114504,250,2,1,1.9516935120699745,3021,False,False,False,True,False,True,False,False,False,False,True,1
1244,6,0.006689172101598107,171,5,1,2.9390558674458624,1947,False,False,False,False,True,True,False,False,True,False,False,1
1245,4,-0.7007550966049262,136,2,0,0.22380939016217122,1285,True,False,False,False,False,True,False,False,False,False,True,1
1246,4,0.006689172101598107,258,3,1,2.7539254258128834,2579,False,True,False,False,False,True,False,False,False,False,True,1
1247,6,-0.7007550966049262,271,5,1,0.03867894852919228,2514,False,False,True,False,False,True,False,False,False,True,False,1
1248,4,0.7141334408081224,197,3,0,0.964331156694087,2915,False,False,False,False,True,True,False,False,False,True,False,1
1249,5,-0.7007550966049262,217,3,1,0.8409108622721011,2999,False,False,False,True,False,True,False,False,False,True,False,1
1250,4,-1.4081993653114504,247,3,0,-0.2698717875257726,2414,False,False,False,False,True,True,False,False,False,True,False,1
1251,4,0.7141334408081224,192,4,0,2.0134036592809674,3599,True,False,False,False,False,False,False,True,False,False,True,1
1252,3,-1.4081993653114504,254,3,1,-0.4550022291587516,3496,False,True,False,False,False,False,False,True,False,False,True,1
1253,5,1.4215777095146467,226,3,0,3.1858964562898344,3840,False,False,True,False,False,False,False,True,False,False,True,1
1254,5,0.006689172101598107,197,2,0,2.1368239537029536,2481,False,False,False,False,True,False,False,True,False,True,False,1
1255,3,-1.4081993653114504,203,4,1,-0.08474134589279368,2779,False,False,False,True,False,False,False,True,False,False,True,1
1256,4,1.4215777095146467,196,3,1,0.16209924295117825,3722,False,False,False,False,True,False,False,True,False,False,True,1
1257,2,-0.7007550966049262,180,3,1,1.2111717455380588,1217,True,False,False,False,False,False,False,True,False,True,False,1
1258,3,1.4215777095146467,219,3,0,2.5070848369689114,3145,False,True,False,False,False,False,False,True,False,True,False,1
1259,4,0.7141334408081224,266,2,0,0.10038909574018526,3425,False,False,True,False,False,False,False,True,False,True,False,1
